144.466363 303.259780 36.658846
334.804823 211.464151 43.827531
231.890588 112.733751 44.337066
186.635167 155.603776 42.760420
211.127439 202.344985 48.724240
354.492694 163.394467 36.555742
23.379797 226.604095 48.630310
123.422764 121.730163 41.975327
77.647651 242.958034 40.644334
193.433750 104.222361 49.328404
160.589908 14.009142 46.175208
197.430862 261.930171 41.946960
58.078321 238.202591 45.181612
340.289815 162.824319 42.290258
315.069193 127.439137 36.046383
45.519216 120.598966 49.826619
313.922683 209.642363 48.752251
351.270555 196.194974 38.529575
222.408419 225.235685 37.705238
251.679404 160.025431 37.115490
114.702000 198.596035 47.216716
103.440357 268.162180 45.672331
242.276441 227.507570 42.419049
136.494840 286.274181 39.109378
8.904573 183.732626 49.539186
327.440753 26.065220 47.688110
212.904883 93.874368 37.806464
204.360155 167.224222 38.163028
66.697622 198.205696 38.834813
143.466281 8.042181 41.973405
136.948839 275.652366 37.934153
125.667010 119.557486 36.505414
71.089700 7.964391 49.669835
283.482432 252.563261 37.497842
28.721046 235.063138 36.876945
141.805904 274.482753 47.691307
73.029519 181.319526 42.116240
261.847252 261.249870 36.784337
340.626263 152.189814 39.083051
50.118324 241.235464 49.927198
45.685348 177.101861 38.655026
174.998562 286.210049 36.931461
99.396449 231.060858 47.164841
256.105751 185.092001 40.510480
345.373809 257.868408 37.268027
188.246974 131.637021 47.984085
217.568287 135.101405 36.236741
11.871412 264.312086 41.380858
244.262035 156.791295 45.093459
60.583176 67.540523 42.695606
137.339469 37.514382 37.691714
177.698299 288.760342 40.723918
131.592992 250.996700 39.991284
191.804823 210.024751 39.735805
214.906948 175.784624 47.418097
126.786898 292.106052 45.857374
273.111148 118.278128 40.098617
253.145579 182.100931 38.608612
223.391271 194.644699 43.298755
166.462390 24.909770 37.017765
320.420593 249.796574 43.214737
58.080633 145.945580 47.169028
354.167688 278.178432 44.311583
101.582841 67.794052 42.115613
269.162010 24.496272 45.024212
344.580299 79.080765 47.408853
213.443474 194.092839 48.202162
223.470289 187.686606 45.628749
307.262683 63.886855 44.849215
27.351323 178.024980 45.584677
207.411404 120.238527 49.332355
150.781388 291.200953 38.007761
182.785658 143.916777 44.527193
276.220498 179.773401 42.742193
295.922725 93.730027 45.248216
248.025434 296.088280 48.812091
120.051924 290.699022 48.278055
238.250742 78.590963 40.547160
38.585521 174.382785 46.005212
17.726702 51.772853 38.787186
179.969220 159.583287 37.974141
116.395960 45.624674 43.807486
319.632591 139.704282 42.785161
